IdVuelo,iteracion,temperatura,mejorFitness,candidatoFitness,fitnessActual,Probabilidad
5,0,989.879,277.724,277.724,277.724,1
5,1,989.879,277.724,305.005,305.005,0.972816
5,2,989.879,81.7153,81.7153,81.7153,1
5,3,989.879,81.7153,91.1822,91.1822,0.990482
5,4,989.879,81.7153,88.7988,88.7988,1
5,5,989.879,81.7153,120.316,120.316,0.968663
5,6,989.879,81.7153,614.593,120.316,0.606936
5,7,989.879,81.7153,342.333,120.316,0.799085
5,8,989.879,81.7153,528.981,528.981,0.661765
5,9,989.879,81.7153,196.972,196.972,1
5,10,989.879,81.7153,593.456,196.972,0.66996
5,11,989.879,81.7153,107.261,107.261,1
5,12,989.879,81.7153,340.733,340.733,0.789892
5,13,989.879,76.104,76.104,76.104,1
5,14,989.879,76.104,160.135,160.135,0.918613
5,15,989.879,76.104,160.167,160.167,0.999967
5,16,989.879,76.104,120.783,120.783,1
5,17,989.879,76.104,195.567,195.567,0.927235
5,18,989.879,76.104,598.785,598.785,0.665417
5,19,989.879,76.104,218.522,218.522,1
5,20,989.879,76.104,630.538,218.522,0.65953
5,21,989.879,76.104,316.713,316.713,0.905566
5,22,989.879,67.8145,67.8145,67.8145,1
5,23,989.879,67.8145,323.574,67.8145,0.772306
5,24,989.879,67.8145,451.727,451.727,0.678522
5,25,989.879,67.8145,432.325,432.325,1
5,26,989.879,67.8145,626.102,626.102,0.822211
5,27,989.879,67.8145,528.249,528.249,1
5,28,989.879,67.8145,188.018,188.018,1
5,29,989.879,67.8145,190.405,190.405,0.997591
5,30,989.879,67.8145,195.142,195.142,0.995226
5,31,989.879,67.8145,363.442,363.442,0.843648
5,32,989.879,67.8145,220.589,220.589,1
5,33,989.879,67.8145,549.849,549.849,0.717038
5,34,989.879,67.8145,520.979,520.979,1
5,35,989.879,67.8145,655.148,520.979,0.873244
5,36,989.879,67.8145,255.239,255.239,1
5,37,989.879,57.3216,57.3216,57.3216,1
5,38,989.879,57.3216,143.997,143.997,0.916162
5,39,989.879,57.3216,434.336,434.336,0.745793
5,40,989.879,57.3216,127.532,127.532,1
5,41,940.385,57.3216,461.843,461.843,0.70082
5,42,940.385,57.3216,356.585,356.585,1
5,43,940.385,57.3216,392.766,392.766,0.962256
5,44,940.385,57.3216,131.586,131.586,1
5,45,940.385,57.3216,109.262,109.262,1
5,46,940.385,57.3216,174.329,174.329,0.933147
5,47,940.385,57.3216,312.268,312.268,0.863567
5,48,940.385,57.3216,259.618,259.618,1
5,49,940.385,57.3216,332.093,332.093,0.925825
5,50,940.385,57.3216,146.318,146.318,1
5,51,940.385,57.3216,486.272,146.318,0.696627
5,52,940.385,57.3216,290.111,290.111,0.858208
5,53,940.385,57.3216,223.056,223.056,1
5,54,940.385,57.3216,67.8106,67.8106,1
5,55,940.385,57.3216,62.2478,62.2478,1
5,56,940.385,57.3216,118.767,118.767,0.941668
5,57,940.385,57.3216,435.86,435.86,0.713769
5,58,940.385,57.3216,258.373,258.373,1
5,59,940.385,57.3216,311.249,311.249,0.945324
5,60,940.385,57.3216,427.574,427.574,0.883645
5,61,940.385,57.3216,261.403,261.403,1
5,62,940.385,57.3216,437.886,437.886,0.828887
5,63,940.385,57.3216,503.022,503.022,0.933079
5,64,940.385,57.3216,290.848,290.848,1
5,65,940.385,57.3216,330.46,330.46,0.958752
5,66,940.385,57.3216,212.302,212.302,1
5,67,940.385,57.3216,236.548,236.548,0.974546
5,68,940.385,57.3216,313.723,313.723,0.92121
5,69,940.385,57.3216,330.873,330.873,0.981928
5,70,940.385,57.3216,73.4443,73.4443,1
5,71,940.385,57.3216,311.252,311.252,0.776558
5,72,940.385,57.3216,91.8831,91.8831,1
5,73,940.385,57.3216,125.078,125.078,0.965317
5,74,940.385,57.3216,509.812,125.078,0.664231
5,75,940.385,57.3216,470.03,470.03,0.692934
5,76,940.385,57.3216,613.687,470.03,0.858332
5,77,940.385,57.3216,137.399,137.399,1
5,78,940.385,57.3216,65.3818,65.3818,1
5,79,940.385,57.3216,331.682,331.682,0.753382
5,80,940.385,57.3216,398.463,398.463,0.931448
5,81,893.365,57.3216,280.773,280.773,1
5,82,893.365,57.3216,67.4673,67.4673,1
5,83,893.365,57.3216,364.9,364.9,0.716817
5,84,893.365,57.3216,411.114,411.114,0.949585
5,85,893.365,57.3216,247.811,247.811,1
5,86,893.365,57.3216,78.9521,78.9521,1
5,87,893.365,57.3216,152.083,152.083,0.921401
5,88,893.365,57.3216,90.7587,90.7587,1
5,89,893.365,57.3216,216.211,216.211,0.868987
5,90,893.365,57.3216,583.528,583.528,0.66288
5,91,893.365,57.3216,399.664,399.664,1
5,92,893.365,57.3216,103.986,103.986,1
5,93,893.365,57.3216,67.2656,67.2656,1
5,94,893.365,57.3216,190.922,190.922,0.870736
5,95,893.365,57.3216,314.074,314.074,0.871227
5,96,893.365,57.3216,455.226,455.226,0.85385
5,97,893.365,57.3216,212.254,212.254,1
5,98,893.365,57.3216,71.4628,71.4628,1
5,99,893.365,57.3216,235.014,235.014,0.832707
5,100,893.365,57.3216,73.9911,73.9911,1
5,101,893.365,55.7248,55.7248,55.7248,1
5,102,893.365,55.7248,291.105,291.105,0.768377
5,103,893.365,55.7248,634.527,634.527,0.680849
5,104,893.365,55.7248,618.557,618.557,1
5,105,893.365,55.7248,244.868,244.868,1
5,106,893.365,55.7248,77.907,77.907,1
5,107,893.365,55.7248,249.704,249.704,0.825057
5,108,893.365,55.7248,302.156,302.156,0.942977
5,109,893.365,55.7248,447.684,447.684,0.849678
5,110,893.365,55.7248,622.862,622.862,0.82194
5,111,893.365,55.7248,461.405,461.405,1
5,112,893.365,55.7248,120.573,120.573,1
5,113,893.365,55.7248,94.5658,94.5658,1
5,114,893.365,55.7248,253.179,253.179,0.837323
5,115,893.365,55.7248,127.184,127.184,1
5,116,893.365,55.7248,109.76,109.76,1
5,117,893.365,55.7248,141.7,141.7,0.964879
5,118,893.365,55.7248,179.266,179.266,0.958822
5,119,893.365,55.7248,103.017,103.017,1
5,120,893.365,55.7248,86.9828,86.9828,1
5,121,848.697,55.7248,186.273,186.273,0.889593
5,122,848.697,55.7248,311.491,311.491,0.862827
5,123,848.697,55.7248,326.626,326.626,0.982325
5,124,848.697,55.7248,461.686,461.686,0.852878
5,125,848.697,55.7248,382.865,382.865,1
5,126,848.697,55.7248,443.782,443.782,0.930739
5,127,848.697,55.7248,462.686,462.686,0.977972
