IdVuelo,TiempoEntrada,X_In,Y_In,Z_In,TiempoSalidaPlan,X_SalP,Y_SalP,Z_SalP,HayConflicto,Resuelto,TipoManiobra,Magnitud,TiempoSalidaReal,X_SalR,Y_SalR,Z_SalR, NumAvionesAct
4356,73500.0000,1000.0000,493.0612,13.5235,73770.5312,-0.0000,552.6118,13.5235,0,0,-1,0.0000,73770.5312,-0.0000,552.6118,13.5235,12
4357,73517.0000,1000.0000,423.7701,14.7765,73736.9062,-0.0000,509.6259,14.7765,0,0,-1,0.0000,73736.9062,-0.0000,509.6259,14.7765,13
4358,73532.0000,22.8398,1000.0000,8.5219,73805.4141,1000.0001,440.3406,8.5219,0,0,-1,0.0000,73805.4141,1000.0001,440.3406,8.5219,14
4359,73555.0000,978.8090,0.0000,12.7906,73847.2188,506.2948,1000.0000,12.7906,0,0,-1,0.0000,73847.2188,506.2948,1000.0000,12.7906,14
4360,73561.0000,0.0000,863.9977,10.2504,73854.7891,587.9275,-0.0000,10.2504,0,0,-1,0.0000,73854.7891,587.9275,-0.0000,10.2504,15
4361,73579.0000,893.8175,649.3668,15.0000,73811.7500,-0.0000,45.4825,15.0000,0,0,-1,0.0000,73811.7500,-0.0000,45.4825,15.0000,16
4362,73601.0000,647.3748,0.0000,12.1935,73903.3359,338.1854,1000.0000,12.1935,0,0,-1,0.0000,73903.3359,338.1854,1000.0000,12.1935,15
4363,73630.0000,830.4126,1000.0000,8.7255,73877.8906,494.7164,-0.0000,8.7255,0,0,-1,0.0000,73877.8906,494.7164,-0.0000,8.7255,14
4364,73651.0000,711.0880,438.5591,15.0000,73834.3047,-0.0000,460.2612,15.0000,0,0,-1,0.0000,73834.3047,-0.0000,460.2612,15.0000,14
4365,73663.0000,1000.0000,867.8042,13.2370,73890.1328,284.6949,-0.0000,13.2370,0,0,-1,0.0000,73890.1328,284.6949,-0.0000,13.2370,14
4366,73683.0000,665.3420,855.0159,8.0000,73906.5391,459.1318,-0.0000,8.0000,0,0,-1,0.0000,73906.5391,459.1318,-0.0000,8.0000,13
4367,73703.0000,1000.0000,763.8770,12.0410,73925.3984,-0.0000,488.9607,12.0410,0,0,-1,0.0000,73925.3984,-0.0000,488.9607,12.0410,12
4368,73724.0000,1000.0000,484.1065,14.0229,74027.4453,-0.0000,760.7739,14.0229,0,0,-1,0.0000,74027.4453,-0.0000,760.7739,14.0229,12
4369,73751.0000,511.2375,490.4411,15.0000,73946.3125,-0.0000,798.9914,15.0000,0,0,-1,0.0000,73946.3125,-0.0000,798.9914,15.0000,12
4370,73760.0000,1000.0000,279.0352,9.6703,73989.0234,191.9283,999.9999,9.6703,0,0,-1,0.0000,73989.0234,191.9283,999.9999,9.6703,13
4371,73780.0000,343.0556,655.6615,8.0000,73968.7500,1000.0000,225.5695,8.0000,0,0,-1,0.0000,73968.7500,1000.0000,225.5695,8.0000,13
4372,73807.0000,1000.0000,246.0848,8.5914,74042.5703,-0.0000,500.8622,8.5914,0,0,-1,0.0000,74042.5703,-0.0000,500.8622,8.5914,13
4373,73835.0000,428.3228,815.2856,15.0000,74007.1641,626.1915,-0.0000,15.0000,0,0,-1,0.0000,74007.1641,626.1915,-0.0000,15.0000,12
4374,73849.0000,0.0000,187.5533,12.4582,74108.7188,1000.0000,753.5742,12.4582,0,0,-1,0.0000,74108.7188,1000.0000,753.5742,12.4582,12
4375,73856.0000,1000.0000,767.1422,10.1987,74222.8984,155.0960,-0.0000,10.1987,0,0,-1,0.0000,74222.8984,155.0960,-0.0000,10.1987,12
4376,73885.0000,0.0000,361.9480,9.6242,74116.9297,999.9999,544.0637,9.6242,0,0,-1,0.0000,74116.9297,999.9999,544.0637,9.6242,12
4377,73897.0000,0.0000,727.7162,13.8699,74250.5234,999.9999,304.9561,13.8699,0,0,-1,0.0000,74250.5234,999.9999,304.9561,13.8699,12
4378,73917.0000,37.2960,558.7752,8.0000,74188.8359,1000.0001,580.1276,8.0000,0,0,-1,0.0000,74188.8359,1000.0001,580.1276,8.0000,11
4379,73943.0000,1000.0000,59.7737,11.1634,74242.7266,408.1208,1000.0000,11.1634,0,0,-1,0.0000,74242.7266,408.1208,1000.0000,11.1634,11
4380,73958.0000,694.0054,0.0000,11.6585,74229.2578,288.8491,999.9999,11.6585,0,0,-1,0.0000,74229.2578,288.8491,999.9999,11.6585,11
4381,73986.0000,621.6494,0.0000,14.7217,74191.4531,691.7305,1000.0000,14.7217,0,0,-1,0.0000,74191.4531,691.7305,1000.0000,14.7217,11
4382,73994.0000,0.0000,924.6636,9.8797,74260.2422,1000.0000,551.6403,9.8797,0,0,-1,0.0000,74260.2422,1000.0000,551.6403,9.8797,11
4383,74016.0000,587.9207,0.0000,12.0471,74308.0312,149.7951,999.9999,12.0471,0,0,-1,0.0000,74308.0312,149.7951,999.9999,12.0471,11
4384,74031.0000,639.9175,747.0804,15.0000,74242.6328,34.1131,-0.0000,15.0000,0,0,-1,0.0000,74242.6328,34.1131,-0.0000,15.0000,11
4385,74058.0000,202.5278,0.0000,10.5918,74267.6484,447.3047,1000.0000,10.5918,0,0,-1,0.0000,74267.6484,447.3047,1000.0000,10.5918,11
4386,74065.0000,448.5155,0.0000,11.6877,74361.6250,675.8909,999.9999,11.6877,0,0,-1,0.0000,74361.6250,675.8909,999.9999,11.6877,12
4387,74091.0000,1000.0000,946.8408,12.5719,74325.5078,-0.0000,461.2151,12.5719,0,0,-1,0.0000,74325.5078,-0.0000,461.2151,12.5719,13
4388,74116.0000,1000.0000,39.2476,13.0679,74342.5000,-0.0000,569.3583,13.0679,0,0,-1,0.0000,74342.5000,-0.0000,569.3583,13.0679,13
4389,74145.0000,463.0374,0.0000,9.6835,74402.0547,410.7321,1000.0001,9.6835,0,0,-1,0.0000,74402.0547,410.7321,1000.0001,9.6835,13
4390,74174.0000,918.5847,0.0000,10.9157,74439.6484,481.9587,1000.0001,10.9157,0,0,-1,0.0000,74439.6484,481.9587,1000.0001,10.9157,14
4391,74179.0000,1000.0000,284.0181,9.8620,74511.1328,-0.0000,712.0110,9.8620,0,0,-1,0.0000,74511.1328,-0.0000,712.0110,9.8620,15
4392,74201.0000,883.1592,0.0000,9.7316,74465.7578,391.7093,1000.0000,9.7316,0,0,-1,0.0000,74465.7578,391.7093,1000.0000,9.7316,14
4393,74213.0000,149.0882,0.0000,8.0011,74561.7656,756.0391,1000.0001,8.0011,0,0,-1,0.0000,74561.7656,756.0391,1000.0001,8.0011,15
4394,74230.0000,1000.0000,766.1697,12.9773,74503.2188,-0.0000,347.1532,12.9773,0,0,-1,0.0000,74503.2188,-0.0000,347.1532,12.9773,14
4395,74244.0000,591.1819,0.0000,11.7073,74539.3594,577.2524,1000.0000,11.7073,0,0,-1,0.0000,74539.3594,577.2524,1000.0000,11.7073,13
4396,74268.0000,1000.0000,592.9391,9.8905,74557.6172,-0.0000,359.7526,9.8905,0,0,-1,0.0000,74557.6172,-0.0000,359.7526,9.8905,11
4397,74275.0000,908.5037,0.0000,9.4541,74546.7734,-0.0000,654.4616,9.4541,0,0,-1,0.0000,74546.7734,-0.0000,654.4616,9.4541,12
4398,74290.0000,887.5814,249.6413,8.0000,74516.1719,-0.0000,793.5057,8.0000,0,0,-1,0.0000,74516.1719,-0.0000,793.5057,8.0000,13
4399,74309.0000,0.0000,323.9161,13.8877,74561.1797,1000.0000,687.9410,13.8877,0,0,-1,0.0000,74561.1797,1000.0000,687.9410,13.8877,13
4400,74322.0000,465.4359,1000.0000,12.6965,74550.9219,842.2402,-0.0000,12.6965,0,0,-1,0.0000,74550.9219,842.2402,-0.0000,12.6965,14
4401,74350.0000,144.5985,282.7608,8.0000,74554.8438,1000.0000,790.9325,8.0000,0,0,-1,0.0000,74554.8438,1000.0000,790.9325,8.0000,13
4402,74359.0000,487.8892,983.8020,8.0000,74674.5859,610.5891,-0.0000,8.0000,0,0,-1,0.0000,74674.5859,610.5891,-0.0000,8.0000,14
