IdVuelo,iteracion,temperatura,mejorFitness,candidatoFitness,fitnessActual,Probabilidad
5,0,50,62.2652,62.2652,62.2652,1
5,1,50,62.2652,99.185,62.2652,0.47788
5,2,50,44.2164,44.2164,44.2164,1
5,3,50,44.2164,68.1537,68.1537,0.619559
5,4,50,44.2164,70.2009,70.2009,0.959884
5,5,50,44.2164,87.2116,87.2116,0.711618
5,6,50,44.2164,1844.63,87.2116,5.43579e-16
5,7,50,44.2164,1461.23,87.2116,1.16249e-12
5,8,50,44.2164,55.427,55.427,1
5,9,50,44.2164,73.2914,73.2914,0.69957
5,10,50,37.8177,37.8177,37.8177,1
5,11,50,37.8177,57.7316,37.8177,0.671476
5,12,50,37.8177,63.5022,63.5022,0.598283
5,13,50,37.8177,66.5897,66.5897,0.940119
5,14,50,37.8177,38.459,38.459,1
5,15,50,37.8177,68.0351,38.459,0.553484
5,16,50,37.8177,85.6822,85.6822,0.388888
5,17,50,37.8177,94.6782,94.6782,0.835336
5,18,50,37.8177,59.2002,59.2002,1
5,19,50,37.8177,80.0014,80.0014,0.659665
5,20,50,37.8177,68.2534,68.2534,1
5,21,50,37.8177,39.5302,39.5302,1
5,22,50,37.8177,56.5371,56.5371,0.711672
5,23,50,37.8177,71.9085,56.5371,0.735335
5,24,50,37.8177,45.978,45.978,1
5,25,50,37.8177,80.5873,45.978,0.500481
5,26,50,37.8177,87.5492,45.978,0.435429
5,27,50,37.8177,1315.53,45.978,9.39352e-12
5,28,50,37.8177,56.0114,56.0114,0.818184
5,29,50,37.8177,94.0772,94.0772,0.467051
5,30,50,37.8177,55.2723,55.2723,1
5,31,50,37.8177,50.3337,50.3337,1
5,32,50,37.8177,79.9545,79.9545,0.55299
5,33,50,37.8177,616.617,79.9545,2.18077e-05
5,34,50,37.8177,58.9447,58.9447,1
5,35,50,37.8177,39.9402,39.9402,1
5,36,50,37.8177,48.9658,48.9658,0.834842
5,37,50,37.8177,80.3605,48.9658,0.533715
5,38,50,37.8177,42.1648,42.1648,1
5,39,50,37.8177,84.5861,42.1648,0.428088
5,40,50,37.8177,40.3828,40.3828,1
5,41,50,37.8177,1623.62,40.3828,1.77076e-14
5,42,50,37.8177,1445.57,40.3828,6.23335e-13
5,43,50,37.8177,50.3596,50.3596,0.81911
